time,bpm,percent,zone
0.09898757934570312,74,37.94871794871795,1
1.094846248626709,74,37.94871794871795,1
2.126460313796997,74,37.94871794871795,1
3.14469575881958,74,37.94871794871795,1
4.102149724960327,75,38.46153846153847,1
5.120067834854126,76,38.97435897435898,1
6.133695125579834,75,38.46153846153847,1
7.104865312576294,74,37.94871794871795,1
8.126456022262573,73,37.43589743589744,1
9.13411831855774,73,37.43589743589744,1
10.0943021774292,72,36.92307692307693,1
11.11513090133667,71,36.41025641025641,1
12.134057760238647,71,36.41025641025641,1
13.09443998336792,72,36.92307692307693,1
14.11510443687439,73,37.43589743589744,1
15.143914461135864,78,40.0,1
16.094964742660522,81,41.53846153846154,1
17.114731788635254,81,41.53846153846154,1
18.143819093704224,81,41.53846153846154,1
19.16129732131958,79,40.51282051282051,1
20.114717960357666,76,38.97435897435898,1
21.135040044784546,75,38.46153846153847,1
22.09438729286194,74,37.94871794871795,1
23.18777561187744,72,36.92307692307693,1
24.194836378097534,67,34.35897435897436,1
25.094072580337524,65,33.33333333333333,1
26.128010034561157,65,33.33333333333333,1
27.133519649505615,64,32.82051282051282,1
28.105993270874023,64,32.82051282051282,1
29.125341176986694,63,32.30769230769231,1
30.134610414505005,62,31.794871794871792,1
31.095630884170532,59,30.256410256410255,1
32.58008813858032,59,30.256410256410255,1
33.56948781013489,59,30.256410256410255,1
34.55989909172058,60,30.76923076923077,1
35.54955005645752,60,30.76923076923077,1
36.539762020111084,61,31.28205128205128,1
37.53005003929138,62,31.794871794871792,1
38.51996827125549,63,32.30769230769231,1
39.52157020568848,64,32.82051282051282,1
40.50038170814514,64,32.82051282051282,1
41.48944878578186,64,32.82051282051282,1
42.49069261550903,64,32.82051282051282,1
43.47004437446594,65,33.33333333333333,1
44.470179319381714,65,33.33333333333333,1
45.462748765945435,65,33.33333333333333,1
46.43973731994629,65,33.33333333333333,1
47.444862604141235,65,33.33333333333333,1
48.42030596733093,64,32.82051282051282,1
49.41917943954468,64,32.82051282051282,1
50.39957618713379,64,32.82051282051282,1
