time,bpm,percent,zone
0.7747805118560791,69,35.38461538461539,1
1.7875680923461914,70,35.8974358974359,1
2.81854248046875,71,36.41025641025641,1
3.777866840362549,71,36.41025641025641,1
4.794463396072388,72,36.92307692307693,1
5.815840721130371,72,36.92307692307693,1
6.781159400939941,72,36.92307692307693,1
7.799925088882446,72,36.92307692307693,1
8.808179140090942,72,36.92307692307693,1
9.767279863357544,71,36.41025641025641,1
10.78815770149231,70,35.8974358974359,1
11.808490514755249,69,35.38461538461539,1
12.76830244064331,69,35.38461538461539,1
13.79680323600769,68,34.87179487179487,1
14.80687928199768,68,34.87179487179487,1
15.767065286636353,67,34.35897435897436,1
16.79981279373169,67,34.35897435897436,1
17.816823720932007,67,34.35897435897436,1
18.76689600944519,66,33.84615384615385,1
19.788150548934937,67,34.35897435897436,1
20.818808794021606,67,34.35897435897436,1
21.76827311515808,67,34.35897435897436,1
22.799741744995117,67,34.35897435897436,1
23.808618545532227,66,33.84615384615385,1
24.767794132232666,65,33.33333333333333,1
25.78735637664795,65,33.33333333333333,1
26.815122604370117,64,32.82051282051282,1
27.76856565475464,63,32.30769230769231,1
28.798677921295166,63,32.30769230769231,1
29.807446479797363,63,32.30769230769231,1
30.776861906051636,63,32.30769230769231,1
32.11457920074463,63,32.30769230769231,1
33.105751514434814,64,32.82051282051282,1
34.082353353500366,64,32.82051282051282,1
35.084879636764526,64,32.82051282051282,1
36.072744846343994,64,32.82051282051282,1
37.05234456062317,63,32.30769230769231,1
38.1967716217041,65,33.33333333333333,1
39.04464793205261,66,33.84615384615385,1
40.023502349853516,67,34.35897435897436,1
41.02230167388916,69,35.38461538461539,1
42.011303186416626,69,35.38461538461539,1
43.00153923034668,70,35.8974358974359,1
43.983656883239746,71,36.41025641025641,1
44.98429560661316,71,36.41025641025641,1
45.963353395462036,71,36.41025641025641,1
46.962886571884155,71,36.41025641025641,1
47.94318222999573,70,35.8974358974359,1
48.932899475097656,70,35.8974358974359,1
49.923314809799194,70,35.8974358974359,1
50.91212248802185,70,35.8974358974359,1
51.903717279434204,69,35.38461538461539,1
52.902884006500244,69,35.38461538461539,1
53.893226861953735,69,35.38461538461539,1
54.88365149497986,69,35.38461538461539,1
55.871270418167114,68,34.87179487179487,1
56.86327075958252,67,34.35897435897436,1
57.84321570396423,67,34.35897435897436,1
58.83291959762573,66,33.84615384615385,1
59.82324457168579,67,34.35897435897436,1
60.81251788139343,67,34.35897435897436,1
61.81266403198242,68,34.87179487179487,1
62.79377579689026,69,35.38461538461539,1
63.79161596298218,70,35.8974358974359,1
64.77359628677368,71,36.41025641025641,1
66.26789808273315,72,36.92307692307693,1
67.25816130638123,73,37.43589743589744,1
68.23819422721863,73,37.43589743589744,1
69.23503422737122,74,37.94871794871795,1
70.22574353218079,75,38.46153846153847,1
71.20761179924011,76,38.97435897435898,1
72.21151447296143,77,39.48717948717949,1
73.19885802268982,78,40.0,1
74.18436694145203,79,40.51282051282051,1
75.16780853271484,79,40.51282051282051,1
76.1679265499115,80,41.02564102564102,1
77.14787197113037,80,41.02564102564102,1
78.14639687538147,81,41.53846153846154,1
79.12869453430176,80,41.02564102564102,1
1.0035829544067383,63,32.30769230769231,1
1.9636642932891846,63,32.30769230769231,1
2.9936530590057373,64,32.82051282051282,1
4.012228965759277,65,33.33333333333333,1
4.963657855987549,66,33.84615384615385,1
5.9963219165802,67,34.35897435897436,1
7.004410266876221,67,34.35897435897436,1
7.965072393417358,67,34.35897435897436,1
8.984189748764038,66,33.84615384615385,1
10.014347076416016,65,33.33333333333333,1
10.963678121566772,65,33.33333333333333,1
11.985557317733765,65,33.33333333333333,1
13.004313230514526,66,33.84615384615385,1
13.964624643325806,66,33.84615384615385,1
14.984793663024902,66,33.84615384615385,1
16.003904581069946,66,33.84615384615385,1
16.972821950912476,66,33.84615384615385,1
17.996674060821533,66,33.84615384615385,1
19.01471996307373,66,33.84615384615385,1
19.971625328063965,66,33.84615384615385,1
20.997776985168457,67,34.35897435897436,1
22.012961626052856,68,34.87179487179487,1
22.973671674728394,68,34.87179487179487,1
23.983724355697632,67,34.35897435897436,1
25.005157709121704,67,34.35897435897436,1
25.9652361869812,67,34.35897435897436,1
26.99088764190674,67,34.35897435897436,1
28.004562854766846,68,34.87179487179487,1
28.964385271072388,68,34.87179487179487,1
